path
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_56.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_36.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_38.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_5.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_14.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_59.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_16.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_9.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_54.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_22.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_10.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_69.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_20.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_32.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_48.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_81.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_72.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_74.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_67.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_12.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_46.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_53.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_2.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_78.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_31.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_15.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_33.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_27.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_41.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_82.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_63.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_50.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_42.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_3.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_11.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_1.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_71.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_37.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_77.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_25.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_47.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_30.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_61.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_66.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_35.jpg
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_7.jpg
