path,label_id
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_56.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_36.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_38.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_5.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_14.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_59.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_16.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_9.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_54.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_22.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_10.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_69.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_20.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_32.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_48.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_81.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_72.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_74.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_67.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_12.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_46.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_53.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_2.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_78.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_31.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_15.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_33.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_27.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_41.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_82.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_63.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_50.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_42.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_3.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_11.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_1.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_71.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_37.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_77.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_25.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_47.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_30.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_61.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_66.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_35.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_7.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_18.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_60.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_52.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_51.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_17.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_64.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_68.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_24.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_6.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_55.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_8.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_49.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_44.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_58.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_19.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_21.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_39.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_34.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_65.jpg,0
data/shared_subset/Fuzzy/target/Apple_Scab_Leaf/train_Apple Scab Leaf_70.jpg,0
data/shared_subset/Fuzzy/target/Apple_rust_leaf/train_Apple rust leaf_73.jpg,1
data/shared_subset/Fuzzy/target/Apple_rust_leaf/train_Apple rust leaf_25.jpg,1
data/shared_subset/Fuzzy/target/Apple_rust_leaf/train_Apple rust leaf_49.jpg,1
